zone_id,year,month,day,hour,load,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11
4,2005,9,14,4,NA,78,65,75,75,71,73,73,75,69,73,61
4,2005,9,14,5,NA,78,66,75,75,71,73,73,75,69,74,61
4,2005,9,14,6,NA,78,65,74,75,73,73,73,74,69,73,61
4,2005,9,14,7,NA,78,65,73,75,73,73,73,75,69,73,59
4,2005,9,14,8,NA,79,66,75,77,75,73,74,75,70,74,61
4,2005,9,14,9,NA,81,68,77,80,78,74,75,78,73,75,68
4,2005,9,14,10,NA,82,71,79,83,78,77,80,81,74,78,73
4,2005,9,14,11,NA,82,74,80,86,80,79,82,84,77,81,76
4,2005,9,14,12,NA,84,78,84,87,82,82,85,88,81,83,79
4,2005,9,14,13,NA,84,80,84,88,83,83,87,88,83,85,81
4,2005,9,14,14,NA,83,82,82,85,85,83,88,87,84,85,82
4,2005,9,14,15,NA,82,82,83,84,85,82,88,87,84,84,84
4,2005,9,14,16,NA,82,83,82,84,82,80,88,85,84,83,84
4,2005,9,14,17,NA,82,83,82,81,82,80,84,78,83,82,84
4,2005,9,14,18,NA,81,82,81,81,80,77,83,76,82,79,82
4,2005,9,14,19,NA,80,79,79,80,79,75,81,76,80,77,80
4,2005,9,14,20,NA,79,75,78,80,78,74,79,74,75,76,75
4,2005,9,14,21,NA,79,74,77,79,78,75,79,77,73,77,72
4,2005,9,14,22,NA,79,72,76,79,77,74,77,77,72,75,70
4,2005,9,14,23,NA,79,70,76,79,76,74,76,77,72,75,68
4,2005,9,14,24,NA,79,68,77,79,76,73,75,77,71,74,66
4,2005,9,15,1,NA,79,67,75,79,76,73,74,77,71,73,64
4,2005,9,15,2,NA,79,67,76,79,76,72,75,77,72,73,64
4,2005,9,15,3,NA,78,67,76,78,76,72,76,77,72,74,63
4,2005,9,15,4,NA,78,67,76,78,77,73,76,75,73,74,63
4,2005,9,15,5,NA,79,66,76,78,77,73,76,77,72,74,63
4,2005,9,15,6,NA,79,65,76,78,77,72,76,77,73,73,62
4,2005,9,15,7,NA,79,65,76,78,77,71,76,77,73,73,62
4,2005,9,15,8,NA,79,66,76,80,78,72,77,77,73,74,63
4,2005,9,15,9,NA,80,70,79,80,79,76,79,79,74,77,66
4,2005,9,15,10,NA,81,74,81,82,82,79,81,81,77,80,71
4,2005,9,15,11,NA,83,79,83,84,85,82,85,83,81,83,78
4,2005,9,15,12,NA,83,83,85,85,85,83,87,87,84,85,82
4,2005,9,15,13,NA,85,84,84,87,85,85,90,89,84,87,85
4,2005,9,15,14,NA,85,85,86,87,86,86,90,88,87,89,87
4,2005,9,15,15,NA,83,88,88,85,87,88,90,88,89,90,89
4,2005,9,15,16,NA,83,86,85,85,85,88,91,89,88,89,88
4,2005,9,15,17,NA,83,86,85,84,84,86,90,87,88,89,88
4,2005,9,15,18,NA,81,86,83,83,82,86,89,86,86,88,87
4,2005,9,15,19,NA,80,83,81,81,79,83,85,83,83,84,83
4,2005,9,15,20,NA,79,78,78,80,77,80,81,80,78,81,79
4,2005,9,15,21,NA,79,74,77,79,78,78,77,78,76,79,76
4,2005,9,15,22,NA,79,72,77,79,76,76,76,77,74,77,72
4,2005,9,15,23,NA,79,72,78,78,77,74,74,75,73,74,71
4,2005,9,15,24,NA,79,71,77,78,77,74,74,76,71,74,69
4,2005,9,16,1,NA,78,69,75,78,77,72,73,75,69,73,69
4,2005,9,16,2,NA,79,69,76,78,76,72,73,75,69,73,67
4,2005,9,16,3,NA,79,67,75,76,75,71,73,75,69,71,66
4,2005,9,16,4,NA,79,65,75,77,75,71,73,75,68,70,65
4,2005,9,16,5,NA,79,66,75,78,75,72,74,75,67,73,64
4,2005,9,16,6,NA,79,66,75,78,76,72,74,75,67,73,64
4,2005,9,16,7,NA,79,64,75,78,76,71,74,75,70,72,64
4,2005,9,16,8,NA,79,67,76,78,76,72,75,77,70,73,64
4,2005,9,16,9,NA,80,72,78,79,79,76,77,78,72,76,69
4,2005,9,16,10,NA,82,76,80,81,82,79,81,79,77,79,76
4,2005,9,16,11,NA,83,79,83,82,82,81,83,83,80,82,80
4,2005,9,16,12,NA,84,83,84,84,85,83,88,85,83,84,84
4,2005,9,16,13,NA,85,86,85,88,86,85,89,88,85,87,88
4,2005,9,16,14,NA,82,86,86,86,86,87,90,87,88,88,86
4,2005,9,16,15,NA,82,86,86,89,85,89,93,90,89,90,82
4,2005,9,16,16,NA,83,84,86,90,85,88,91,90,86,90,81
4,2005,9,16,17,NA,85,75,86,89,84,83,89,92,86,86,75
4,2005,9,16,18,NA,82,74,85,89,82,83,88,89,84,85,73
4,2005,9,16,19,NA,81,73,81,83,79,78,84,86,74,80,72
4,2005,9,16,20,NA,78,71,78,78,76,76,81,79,72,79,71
4,2005,9,16,21,NA,74,69,77,75,76,74,78,77,71,77,69
4,2005,9,16,22,NA,73,68,76,74,75,73,77,77,71,75,69
4,2005,9,16,23,NA,73,67,75,73,74,73,75,76,70,75,69
4,2005,9,16,24,NA,71,66,73,73,73,71,74,76,70,73,69
4,2005,12,25,1,NA,43,32,32,45,35,37,33,38,29,35,29
4,2005,12,25,2,NA,42,34,31,42,35,38,32,40,30,37,30
4,2005,12,25,3,NA,43,35,30,42,34,41,32,35,30,38,31
4,2005,12,25,4,NA,39,36,27,43,34,42,32,36,30,39,32
4,2005,12,25,5,NA,38,35,28,45,33,39,33,38,31,38,34
4,2005,12,25,6,NA,38,36,28,45,33,39,34,42,34,39,35
4,2005,12,25,7,NA,44,36,31,43,33,39,35,42,34,40,35
4,2005,12,25,8,NA,45,37,35,43,35,41,38,42,35,41,35
4,2005,12,25,9,NA,46,36,38,46,38,41,39,45,37,42,36
4,2005,12,25,10,NA,50,37,41,51,41,43,40,46,37,43,37
4,2005,12,25,11,NA,52,36,44,54,46,46,40,47,37,44,37
4,2005,12,25,12,NA,51,41,46,58,49,47,41,51,36,46,40
4,2005,12,25,13,NA,49,40,44,60,49,50,43,55,38,48,41
4,2005,12,25,14,NA,55,42,43,61,45,52,44,58,37,50,43
4,2005,12,25,15,NA,56,44,46,62,47,53,45,61,38,51,45
4,2005,12,25,16,NA,58,45,49,61,52,53,47,62,39,51,46
4,2005,12,25,17,NA,58,46,50,61,53,53,49,62,40,52,46
4,2005,12,25,18,NA,58,44,50,61,54,52,46,61,39,51,43
4,2005,12,25,19,NA,58,42,50,59,56,51,45,57,38,50,42
4,2005,12,25,20,NA,58,42,51,58,57,51,45,55,39,49,42
4,2005,12,25,21,NA,58,42,51,57,58,48,44,53,39,46,40
4,2005,12,25,22,NA,56,42,51,54,56,46,44,50,38,44,40
4,2005,12,25,23,NA,56,42,51,52,55,46,42,49,38,44,39
4,2005,12,25,24,NA,54,42,48,50,55,45,45,48,39,44,38
4,2005,12,26,1,NA,52,41,47,48,53,45,44,47,39,44,38
4,2005,12,26,2,NA,51,41,46,49,51,44,43,46,39,44,41
4,2005,12,26,3,NA,50,40,45,48,49,44,43,46,39,43,39
4,2005,12,26,4,NA,49,41,45,48,47,45,43,46,39,43,38
4,2005,12,26,5,NA,49,41,44,47,47,45,43,45,38,44,39
4,2005,12,26,6,NA,48,39,44,46,46,43,43,45,38,44,38
4,2005,12,26,7,NA,48,39,43,47,45,44,41,46,38,44,39
4,2005,12,26,8,NA,46,39,42,47,44,44,43,46,38,45,37
4,2005,12,26,9,NA,46,39,42,47,43,43,43,46,39,44,41
4,2005,12,26,10,NA,48,39,44,48,44,44,44,46,42,45,42
4,2005,12,26,11,NA,49,40,45,51,44,46,47,50,46,46,42
4,2005,12,26,12,NA,51,39,46,53,46,46,52,52,47,47,42
4,2005,12,26,13,NA,52,42,47,53,49,48,50,52,46,49,42
4,2005,12,26,14,NA,52,41,46,52,48,48,51,52,47,49,43
4,2005,12,26,15,NA,50,40,46,52,47,48,50,52,47,49,42
4,2005,12,26,16,NA,49,40,45,53,46,48,49,52,46,49,42
4,2005,12,26,17,NA,49,41,44,52,44,48,49,51,46,48,42
4,2005,12,26,18,NA,49,40,44,49,44,45,47,48,45,46,42
4,2005,12,26,19,NA,48,40,44,48,44,44,46,46,44,45,42
4,2005,12,26,20,NA,48,39,44,46,44,43,45,45,43,44,42
4,2005,12,26,21,NA,48,38,43,45,44,42,43,43,42,42,38
4,2005,12,26,22,NA,46,38,43,44,44,42,38,43,37,41,38
4,2005,12,26,23,NA,45,38,43,44,44,41,39,43,35,42,41
4,2005,12,26,24,NA,45,37,42,43,44,41,38,40,34,40,36
4,2005,12,27,1,NA,44,36,40,42,42,39,36,39,32,38,36
4,2005,12,27,2,NA,43,35,40,41,42,38,36,39,31,38,36
4,2005,12,27,3,NA,42,35,39,40,41,36,35,37,31,37,38
4,2005,12,27,4,NA,42,34,39,38,40,36,32,37,30,36,36
4,2005,12,27,5,NA,42,35,39,37,40,36,31,36,28,36,35
4,2005,12,27,6,NA,42,33,38,36,40,36,30,36,27,36,32
4,2005,12,27,7,NA,39,32,38,36,40,36,30,34,27,35,31
4,2005,12,27,8,NA,38,31,37,32,40,35,29,33,28,35,31
4,2005,12,27,9,NA,42,29,37,35,40,34,29,34,27,34,31
4,2005,12,27,10,NA,44,33,39,39,41,37,35,38,32,38,34
4,2005,12,27,11,NA,44,36,42,43,43,41,42,44,39,42,37
4,2005,12,27,12,NA,46,37,43,46,44,44,45,46,42,44,40
4,2005,12,27,13,NA,46,39,44,49,45,45,48,48,44,46,42
4,2005,12,27,14,NA,46,41,45,52,46,48,48,50,46,48,43
4,2005,12,27,15,NA,47,42,45,53,46,49,49,52,46,49,45
4,2005,12,27,16,NA,47,44,45,53,46,50,48,52,46,50,45
4,2005,12,27,17,NA,47,45,44,52,45,50,47,51,45,51,45
4,2005,12,27,18,NA,44,42,40,45,42,45,46,47,44,46,44
4,2005,12,27,19,NA,41,36,38,39,40,39,43,39,40,41,40
4,2005,12,27,20,NA,37,34,35,36,38,37,38,35,36,37,35
4,2005,12,27,21,NA,36,32,31,34,35,34,37,33,33,35,34
4,2005,12,27,22,NA,35,30,31,33,34,32,34,32,33,33,33
4,2005,12,27,23,NA,36,31,31,32,33,33,35,30,32,32,32
4,2005,12,27,24,NA,35,29,30,33,32,33,32,30,30,32,31
4,2005,12,28,1,NA,34,27,30,32,32,32,32,30,30,31,29
4,2005,12,28,2,NA,33,28,30,33,31,31,31,30,29,30,31
4,2005,12,28,3,NA,36,27,31,32,31,31,30,30,28,31,28
4,2005,12,28,4,NA,36,29,31,31,31,32,30,28,28,30,32
4,2005,12,28,5,NA,38,29,30,33,31,31,30,31,28,30,34
4,2005,12,28,6,NA,41,29,33,37,32,32,31,34,29,31,35
4,2005,12,28,7,NA,41,28,34,35,34,32,31,30,30,30,32
4,2005,12,28,8,NA,41,29,35,35,36,33,31,33,30,32,32
4,2005,12,28,9,NA,44,31,36,38,38,33,31,36,31,33,33
4,2005,12,28,10,NA,46,34,40,43,41,38,35,40,32,39,34
4,2005,12,28,11,NA,48,36,44,47,45,43,42,45,38,43,37
4,2005,12,28,12,NA,52,40,47,53,49,48,47,53,41,49,44
4,2005,12,28,13,NA,56,44,49,57,53,53,49,59,45,54,50
4,2005,12,28,14,NA,56,50,51,61,55,57,55,60,49,56,56
4,2005,12,28,15,NA,57,55,52,62,54,59,57,61,52,60,58
4,2005,12,28,16,NA,56,57,51,62,55,60,58,62,53,61,58
4,2005,12,28,17,NA,55,55,50,61,53,58,58,62,53,61,55
4,2005,12,28,18,NA,55,51,49,56,51,55,56,58,49,57,52
4,2005,12,28,19,NA,55,49,48,54,50,53,54,56,48,55,51
4,2005,12,28,20,NA,52,48,48,54,49,51,53,56,48,54,52
4,2005,12,28,21,NA,53,50,48,53,51,51,55,53,46,54,52
4,2005,12,28,22,NA,52,48,50,53,51,50,55,53,47,52,52
4,2005,12,28,23,NA,52,48,47,54,50,49,53,52,46,51,51
4,2005,12,28,24,NA,52,48,48,54,51,49,52,52,46,50,50
4,2005,12,29,1,NA,54,47,48,54,51,49,51,52,47,50,49
4,2005,12,29,2,NA,53,46,49,52,50,49,50,53,46,50,49
4,2005,12,29,3,NA,52,46,48,51,47,49,50,51,46,50,47
4,2005,12,29,4,NA,50,45,45,51,47,48,48,51,46,49,47
4,2005,12,29,5,NA,51,45,46,49,44,47,49,51,46,49,47
4,2005,12,29,6,NA,51,45,46,49,46,48,49,51,46,49,46
4,2005,12,29,7,NA,52,45,45,50,48,48,49,51,46,50,46
4,2005,12,29,8,NA,52,45,46,51,47,48,49,51,46,50,45
4,2005,12,29,9,NA,52,45,46,51,47,49,49,51,46,50,45
4,2005,12,29,10,NA,53,44,47,52,47,49,49,51,46,50,44
4,2005,12,29,11,NA,54,44,46,52,50,50,49,53,46,52,45
4,2005,12,29,12,NA,54,47,49,53,51,52,50,53,47,53,47
4,2005,12,29,13,NA,54,47,49,54,51,53,51,53,47,54,48
4,2005,12,29,14,NA,54,45,48,54,51,53,52,54,48,53,49
4,2005,12,29,15,NA,54,46,49,54,51,53,52,52,49,53,48
4,2005,12,29,16,NA,52,45,48,53,49,53,51,51,49,53,48
4,2005,12,29,17,NA,52,44,48,52,49,51,52,51,49,52,46
4,2005,12,29,18,NA,52,41,48,51,47,48,50,51,47,49,43
4,2005,12,29,19,NA,50,41,47,51,47,47,50,48,47,47,43
4,2005,12,29,20,NA,49,39,47,50,47,45,48,48,46,46,43
4,2005,12,29,21,NA,50,39,45,50,47,44,48,46,46,45,43
4,2005,12,29,22,NA,49,40,45,49,46,43,47,45,44,44,41
4,2005,12,29,23,NA,48,39,45,45,45,42,46,43,40,43,41
4,2005,12,29,24,NA,48,37,44,44,45,41,45,41,38,41,36
4,2005,12,30,1,NA,47,38,44,42,45,40,40,42,36,40,35
4,2005,12,30,2,NA,47,37,44,41,45,39,39,39,34,38,33
4,2005,12,30,3,NA,45,35,42,38,43,37,36,38,34,37,35
4,2005,12,30,4,NA,45,33,42,37,44,35,36,36,33,35,35
4,2005,12,30,5,NA,44,31,42,36,43,34,33,37,31,34,32
4,2005,12,30,6,NA,44,30,42,35,44,32,32,36,31,32,32
4,2005,12,30,7,NA,44,31,42,34,44,33,32,35,30,33,32
4,2005,12,30,8,NA,43,32,42,32,45,34,33,33,30,32,32
4,2005,12,30,9,NA,43,31,42,32,45,33,34,33,30,32,32
4,2005,12,30,10,NA,45,36,44,41,46,39,40,41,36,39,35
4,2005,12,30,11,NA,48,41,45,45,46,45,46,45,44,45,40
4,2005,12,30,12,NA,48,43,47,49,47,49,52,49,47,50,43
4,2005,12,30,13,NA,49,45,48,53,48,51,53,53,49,53,45
4,2005,12,30,14,NA,51,47,48,54,49,53,52,54,50,54,46
4,2005,12,30,15,NA,51,48,47,55,48,54,54,55,51,55,48
4,2005,12,30,16,NA,52,48,47,56,47,54,53,56,50,55,48
4,2005,12,30,17,NA,48,48,47,56,47,54,52,55,50,55,48
4,2005,12,30,18,NA,46,46,44,49,46,50,48,47,46,51,45
4,2005,12,30,19,NA,44,40,40,43,44,42,44,42,41,44,41
4,2005,12,30,20,NA,40,37,39,39,40,40,41,38,37,40,37
4,2005,12,30,21,NA,38,34,36,38,37,37,40,37,37,37,36
4,2005,12,30,22,NA,38,34,34,37,36,36,38,36,35,36,33
4,2005,12,30,23,NA,38,34,32,37,36,36,37,37,34,36,35
4,2005,12,30,24,NA,38,34,32,36,35,35,38,35,34,35,35
4,2005,12,31,1,NA,36,35,33,35,33,35,38,34,36,35,37
4,2005,12,31,2,NA,37,33,33,35,33,34,38,34,36,34,36
4,2005,12,31,3,NA,36,33,34,36,34,34,38,33,35,34,35
4,2005,12,31,4,NA,36,34,33,35,34,35,36,32,33,33,34
4,2005,12,31,5,NA,38,36,34,35,33,36,35,32,33,35,35
4,2005,12,31,6,NA,38,36,35,36,35,37,35,35,33,37,35
4,2005,12,31,7,NA,43,36,35,37,34,37,37,37,35,38,35
4,2005,12,31,8,NA,44,35,37,39,38,38,38,38,35,38,34
4,2005,12,31,9,NA,45,35,38,43,39,38,38,39,34,38,34
4,2005,12,31,10,NA,48,39,41,45,42,41,39,43,37,41,37
4,2005,12,31,11,NA,51,42,43,46,45,44,43,45,38,44,42
4,2005,12,31,12,NA,51,45,46,47,48,49,47,47,40,50,45
4,2005,12,31,13,NA,51,50,48,51,49,53,48,53,44,55,52
4,2005,12,31,14,NA,51,52,48,53,49,56,53,55,50,57,51
4,2005,12,31,15,NA,54,52,49,55,50,56,56,57,53,59,50
4,2005,12,31,16,NA,54,52,47,56,50,56,57,58,55,58,51
4,2005,12,31,17,NA,54,52,47,55,49,56,56,56,54,58,50
4,2005,12,31,18,NA,52,49,45,53,47,52,51,52,47,54,49
4,2005,12,31,19,NA,47,47,41,47,45,49,47,47,46,49,47
4,2005,12,31,20,NA,44,45,42,44,42,48,46,45,46,47,46
4,2005,12,31,21,NA,42,44,37,45,42,46,42,45,43,46,45
4,2005,12,31,22,NA,41,39,39,46,41,42,39,45,40,42,45
4,2005,12,31,23,NA,41,37,37,44,40,42,38,39,37,40,44
4,2005,12,31,24,NA,39,42,37,43,38,43,36,37,39,41,44
4,2006,2,13,1,NA,36,21,28,29,28,26,29,27,27,27,23
4,2006,2,13,2,NA,34,19,27,28,27,24,28,27,25,25,23
4,2006,2,13,3,NA,34,18,26,27,26,23,28,26,22,24,24
4,2006,2,13,4,NA,33,17,25,27,24,22,27,25,21,23,24
4,2006,2,13,5,NA,33,17,23,26,24,23,22,25,19,23,19
4,2006,2,13,6,NA,32,18,23,26,21,23,22,26,16,23,16
4,2006,2,13,7,NA,30,17,22,25,20,22,22,26,15,22,16
4,2006,2,13,8,NA,30,15,22,24,21,21,20,26,16,21,13
4,2006,2,13,9,NA,32,16,24,27,22,22,24,27,20,21,15
4,2006,2,13,10,NA,33,24,27,31,27,29,29,31,26,29,20
4,2006,2,13,11,NA,35,27,29,34,30,33,34,35,31,34,26
4,2006,2,13,12,NA,36,30,31,37,32,35,36,36,33,35,31
4,2006,2,13,13,NA,37,30,34,38,34,36,38,38,35,37,33
4,2006,2,13,14,NA,37,32,35,40,35,38,39,40,35,38,33
4,2006,2,13,15,NA,39,33,36,42,36,39,39,42,37,40,34
4,2006,2,13,16,NA,39,33,37,43,37,39,41,42,37,40,34
4,2006,2,13,17,NA,40,33,36,43,37,40,41,42,37,41,34
4,2006,2,13,18,NA,39,33,35,42,36,40,39,41,37,40,33
4,2006,2,13,19,NA,37,32,33,39,34,36,37,37,35,36,32
4,2006,2,13,20,NA,32,30,32,36,30,33,35,34,33,35,30
4,2006,2,13,21,NA,31,29,31,33,29,32,33,28,33,32,30
4,2006,2,13,22,NA,31,28,31,34,30,30,33,31,32,30,29
4,2006,2,13,23,NA,30,28,31,33,31,30,34,33,32,31,29
4,2006,2,13,24,NA,31,28,31,33,33,30,34,33,32,30,29
4,2006,2,14,1,NA,34,28,32,34,33,29,34,34,32,31,28
4,2006,2,14,2,NA,36,27,31,35,33,29,33,34,31,31,28
4,2006,2,14,3,NA,38,27,31,36,31,30,31,33,29,30,27
4,2006,2,14,4,NA,38,27,31,34,31,30,29,31,27,29,27
4,2006,2,14,5,NA,36,27,30,33,31,29,28,30,27,29,28
4,2006,2,14,6,NA,37,28,27,32,27,28,29,29,27,29,28
4,2006,2,14,7,NA,36,28,27,32,25,26,29,29,27,27,30
4,2006,2,14,8,NA,35,28,27,30,24,26,29,28,24,27,27
4,2006,2,14,9,NA,36,27,30,33,28,28,31,31,28,28,29
4,2006,2,14,10,NA,38,32,34,37,33,34,36,36,33,35,32
4,2006,2,14,11,NA,42,36,38,43,38,40,42,42,37,40,35
4,2006,2,14,12,NA,45,38,41,46,40,43,45,45,40,44,38
4,2006,2,14,13,NA,46,41,43,49,43,45,46,47,42,46,39
4,2006,2,14,14,NA,48,44,44,52,44,48,47,51,44,49,43
4,2006,2,14,15,NA,50,47,45,53,45,51,50,53,45,52,45
4,2006,2,14,16,NA,51,49,46,55,47,53,51,55,46,54,46
4,2006,2,14,17,NA,52,50,46,55,47,54,53,55,47,54,47
4,2006,2,14,18,NA,48,50,44,55,44,53,51,55,48,54,47
4,2006,2,14,19,NA,46,46,42,50,42,49,47,51,45,50,46
4,2006,2,14,20,NA,44,42,40,47,40,45,44,42,43,45,43
4,2006,2,14,21,NA,43,39,39,46,39,42,45,48,41,44,42
4,2006,2,14,22,NA,45,38,38,45,38,41,44,45,37,41,42
4,2006,2,14,23,NA,45,36,38,45,36,41,43,45,37,41,36
4,2006,2,14,24,NA,46,35,39,44,36,37,42,45,38,39,37
4,2006,2,15,1,NA,46,32,40,43,38,37,42,41,36,39,35
4,2006,2,15,2,NA,46,33,39,43,38,38,41,38,36,37,31
4,2006,2,15,3,NA,44,32,39,41,39,34,38,39,37,36,31
4,2006,2,15,4,NA,44,33,39,40,40,33,37,36,35,35,31
4,2006,2,15,5,NA,43,29,38,38,40,34,39,38,34,35,30
4,2006,2,15,6,NA,41,29,37,38,40,34,36,33,34,32,31
4,2006,2,15,7,NA,40,25,36,36,37,31,36,31,33,29,27
4,2006,2,15,8,NA,39,29,36,31,34,34,37,29,33,32,26
4,2006,2,15,9,NA,44,31,39,38,38,35,40,37,37,36,28
4,2006,2,15,10,NA,50,39,43,46,45,43,45,45,41,44,37
4,2006,2,15,11,NA,54,47,48,53,49,50,51,51,46,51,46
4,2006,2,15,12,NA,60,52,51,60,52,55,55,61,52,57,52
4,2006,2,15,13,NA,62,55,54,62,57,59,61,62,57,60,54
4,2006,2,15,14,NA,64,57,56,63,60,61,63,63,59,62,56
4,2006,2,15,15,NA,64,59,55,65,62,62,64,65,61,63,59
4,2006,2,15,16,NA,62,60,55,66,62,63,66,65,63,63,59
4,2006,2,15,17,NA,62,59,54,65,62,63,64,65,62,63,58
4,2006,2,15,18,NA,57,58,53,63,58,61,63,63,60,62,58
4,2006,2,15,19,NA,54,52,51,58,54,55,57,59,56,58,54
4,2006,2,15,20,NA,50,46,48,55,48,52,54,56,54,54,46
4,2006,2,15,21,NA,50,43,46,53,47,49,52,54,48,53,43
4,2006,2,15,22,NA,51,40,45,52,47,49,52,54,47,49,41
4,2006,2,15,23,NA,49,38,45,52,46,45,52,52,42,46,40
4,2006,2,15,24,NA,46,39,45,50,47,46,47,52,40,46,35
4,2006,2,16,1,NA,47,37,43,48,46,42,45,44,39,44,35
4,2006,2,16,2,NA,47,38,42,46,45,41,40,40,38,43,35
4,2006,2,16,3,NA,46,38,42,45,44,41,42,39,38,42,35
4,2006,2,16,4,NA,46,40,42,44,43,42,40,38,37,44,35
4,2006,2,16,5,NA,46,37,43,44,43,38,39,37,37,40,34
4,2006,2,16,6,NA,46,37,42,41,43,37,36,36,34,39,34
4,2006,2,16,7,NA,46,37,41,39,44,38,36,35,34,40,34
4,2006,2,16,8,NA,45,36,41,41,43,38,36,35,34,39,33
4,2006,2,16,9,NA,48,37,44,46,46,40,41,42,37,42,34
4,2006,2,16,10,NA,55,43,48,52,52,47,50,48,45,48,43
4,2006,2,16,11,NA,61,48,52,59,57,54,56,57,52,55,50
4,2006,2,16,12,NA,63,57,55,64,61,60,62,63,58,62,59
4,2006,2,16,13,NA,65,62,57,67,64,64,66,67,62,64,62
4,2006,2,16,14,NA,67,65,58,70,66,67,68,69,65,68,65
4,2006,2,16,15,NA,69,67,58,71,67,68,70,71,67,69,68
4,2006,2,16,16,NA,68,66,58,71,66,69,70,71,67,70,67
4,2006,2,16,17,NA,65,66,57,70,65,68,70,71,65,69,65
4,2006,2,16,18,NA,63,64,60,69,62,66,68,68,65,67,64
4,2006,2,16,19,NA,59,62,56,64,59,63,64,64,62,64,62
4,2006,2,16,20,NA,58,59,53,61,57,60,61,62,60,62,60
4,2006,2,16,21,NA,58,56,52,59,54,58,61,60,59,59,60
4,2006,2,16,22,NA,58,52,52,59,54,57,61,60,58,59,54
4,2006,2,16,23,NA,58,54,53,58,53,56,60,59,56,58,55
4,2006,2,16,24,NA,57,55,55,57,55,56,60,58,57,58,58
4,2006,2,17,1,NA,57,54,55,57,57,55,60,59,56,57,58
4,2006,2,17,2,NA,58,52,54,57,58,53,58,58,56,56,58
4,2006,2,17,3,NA,58,52,54,56,58,52,57,56,55,55,58
4,2006,2,17,4,NA,56,54,55,56,58,54,58,56,56,55,57
4,2006,2,17,5,NA,56,54,53,56,58,53,56,56,56,54,56
4,2006,2,17,6,NA,56,55,57,56,58,54,56,56,55,55,56
4,2006,2,17,7,NA,56,54,56,56,58,54,56,55,55,55,56
4,2006,2,17,8,NA,58,54,56,56,58,53,57,56,55,56,56
4,2006,2,17,9,NA,60,54,57,57,58,54,57,57,56,56,56
4,2006,2,17,10,NA,60,53,57,60,59,58,59,58,56,59,56
4,2006,2,17,11,NA,61,55,59,61,58,60,60,60,60,62,56
4,2006,2,17,12,NA,63,54,60,62,62,62,64,63,62,64,51
4,2006,2,17,13,NA,64,53,61,65,63,65,65,68,59,68,48
4,2006,2,17,14,NA,64,52,58,68,62,65,65,70,57,67,48
4,2006,2,17,15,NA,65,51,57,71,56,65,63,70,55,66,48
4,2006,2,17,16,NA,63,51,53,72,54,65,60,71,53,65,48
4,2006,2,17,17,NA,61,48,51,71,52,62,59,67,53,62,47
4,2006,2,17,18,NA,54,47,49,69,50,59,55,63,50,58,45
4,2006,2,17,19,NA,51,44,47,60,48,56,50,58,47,55,43
4,2006,2,17,20,NA,48,42,46,56,46,51,48,55,45,51,41
4,2006,2,17,21,NA,46,41,45,53,45,48,47,52,43,49,39
4,2006,2,17,22,NA,46,40,43,50,44,47,45,51,41,48,37
4,2006,2,17,23,NA,46,38,41,47,42,45,44,47,39,46,37
4,2006,2,17,24,NA,45,37,40,46,40,44,42,46,38,45,37
4,2006,2,18,1,NA,45,36,39,44,38,43,41,44,38,44,36
4,2006,2,18,2,NA,43,36,38,45,37,42,40,44,37,43,35
4,2006,2,18,3,NA,42,35,36,44,37,42,40,43,37,42,34
4,2006,2,18,4,NA,41,33,35,44,36,40,38,43,36,41,34
4,2006,2,18,5,NA,40,33,35,42,35,40,38,41,36,41,34
4,2006,2,18,6,NA,38,33,32,42,34,40,37,40,35,39,33
4,2006,2,18,7,NA,38,34,31,42,33,39,37,39,34,39,34
4,2006,2,18,8,NA,38,34,33,40,34,38,37,37,34,38,34
4,2006,2,18,9,NA,39,34,34,42,35,39,37,40,34,39,34
4,2006,2,18,10,NA,39,31,36,42,36,38,38,42,36,39,34
4,2006,2,18,11,NA,40,29,38,42,37,38,38,42,35,38,34
4,2006,2,18,12,NA,38,29,37,44,37,37,34,39,34,36,34
4,2006,2,18,13,NA,37,29,35,42,35,34,35,36,34,34,35
4,2006,2,18,14,NA,36,31,35,36,34,34,37,36,36,35,35
4,2006,2,18,15,NA,36,32,34,36,35,35,37,36,36,36,35
4,2006,2,18,16,NA,36,32,35,36,36,36,36,36,36,36,35
4,2006,2,18,17,NA,37,33,35,37,37,37,39,37,37,37,33
4,2006,2,18,18,NA,37,32,35,37,36,36,37,37,36,36,32
4,2006,2,18,19,NA,37,29,32,36,33,35,35,36,32,35,28
4,2006,2,18,20,NA,37,28,30,36,30,34,32,34,31,34,26
4,2006,2,18,21,NA,36,26,29,36,29,32,30,35,26,33,24
4,2006,2,18,22,NA,35,24,26,36,26,31,27,35,23,33,22
4,2006,2,18,23,NA,31,23,25,34,24,31,23,30,21,31,20
4,2006,2,18,24,NA,29,21,22,32,22,30,21,28,19,29,18
4,2006,2,19,1,NA,28,19,21,29,21,27,20,27,18,26,16
4,2006,2,19,2,NA,26,17,20,26,20,25,19,23,16,24,15
4,2006,2,19,3,NA,25,16,19,24,18,23,17,21,15,22,13
4,2006,2,19,4,NA,22,14,18,23,18,20,17,19,14,20,13
4,2006,2,19,5,NA,22,12,17,21,17,19,16,19,13,18,10
4,2006,2,19,6,NA,22,11,15,19,17,18,15,18,12,17,9
