"","zone_id","year","month","day","hour","load","station_1","station_2","station_3","station_4","station_5","station_6","station_7","station_8","station_9","station_10","station_11"
"5350","4","2006","2","16","16",-1040.13366699219,68,66,58,71,66,69,70,71,67,70,67
"5351","4","2006","2","16","17",161.652725219727,65,66,57,70,65,68,70,71,65,69,65
"5352","4","2006","2","16","18",2502.04345703125,63,64,60,69,62,66,68,68,65,67,64
"5353","4","2006","2","16","19",7259.5625,59,62,56,64,59,63,64,64,62,64,62
"5354","4","2006","2","16","20",6557.55859375,58,59,53,61,57,60,61,62,60,62,60
"5355","4","2006","2","16","21",6785.974609375,58,56,52,59,54,58,61,60,59,59,60
"5356","4","2006","2","16","22",3624.79565429688,58,52,52,59,54,57,61,60,58,59,54
"5357","4","2006","2","16","23",2785.89697265625,58,54,53,58,53,56,60,59,56,58,55
"5358","4","2006","2","16","24",-3477.9384765625,57,55,55,57,55,56,60,58,57,58,58
"5359","4","2006","2","17","1",-1583.5615234375,57,54,55,57,57,55,60,59,56,57,58
"5360","4","2006","2","17","2",-10330.2568359375,58,52,54,57,58,53,58,58,56,56,58
"5361","4","2006","2","17","3",-6571.716796875,58,52,54,56,58,52,57,56,55,55,58
"5362","4","2006","2","17","4",-7118.806640625,56,54,55,56,58,54,58,56,56,55,57
"5363","4","2006","2","17","5",-6995.5810546875,56,54,53,56,58,53,56,56,56,54,56
"5364","4","2006","2","17","6",-8594.5205078125,56,55,57,56,58,54,56,56,55,55,56
"5365","4","2006","2","17","7",-1583.5615234375,56,54,56,56,58,54,56,55,55,55,56
"5366","4","2006","2","17","8",1655.70776367188,58,54,56,56,58,53,57,56,55,56,56
"5367","4","2006","2","17","9",911.22509765625,60,54,57,57,58,54,57,57,56,56,56
"5368","4","2006","2","17","10",3501.33227539062,60,53,57,60,59,58,59,58,56,59,56
"5369","4","2006","2","17","11",2309.10815429688,61,55,59,61,58,60,60,60,60,62,56
"5370","4","2006","2","17","12",1738.49633789062,63,54,60,62,62,62,64,63,62,64,51
"5371","4","2006","2","17","13",1.36864280700684,64,53,61,65,63,65,65,68,59,68,48
"5372","4","2006","2","17","14",-249.724807739258,64,52,58,68,62,65,65,70,57,67,48
"5373","4","2006","2","17","15",-1255.482421875,65,51,57,71,56,65,63,70,55,66,48
"5374","4","2006","2","17","16",-1255.482421875,63,51,53,72,54,65,60,71,53,65,48
"5375","4","2006","2","17","17",2719.1806640625,61,48,51,71,52,62,59,67,53,62,47
"5376","4","2006","2","17","18",7245.095703125,54,47,49,69,50,59,55,63,50,58,45
"5377","4","2006","2","17","19",11732.2919921875,51,44,47,60,48,56,50,58,47,55,43
"5378","4","2006","2","17","20",12300.7236328125,48,42,46,56,46,51,48,55,45,51,41
"5379","4","2006","2","17","21",12529.1416015625,46,41,45,53,45,48,47,52,43,49,39
"5380","4","2006","2","17","22",7613.5791015625,46,40,43,50,44,47,45,51,41,48,37
"5381","4","2006","2","17","23",4159.60546875,46,38,41,47,42,45,44,47,39,46,37
"5382","4","2006","2","17","24",2265.22729492188,45,37,40,46,40,44,42,46,38,45,37
"5383","4","2006","2","18","1",3962.07299804688,45,36,39,44,38,43,41,44,38,44,36
"5384","4","2006","2","18","2",-4915.1708984375,43,36,38,45,37,42,40,44,37,43,35
"5385","4","2006","2","18","3",-10393.7587890625,42,35,36,44,37,42,40,43,37,42,34
"5386","4","2006","2","18","4",-10612.7666015625,41,33,35,44,36,40,38,43,36,41,34
"5387","4","2006","2","18","5",-10489.5419921875,40,33,35,42,35,40,38,41,36,41,34
"5388","4","2006","2","18","6",-12990.6123046875,38,33,32,42,34,40,37,40,35,39,33
"5389","4","2006","2","18","7",-5077.5224609375,38,34,31,42,33,39,37,39,34,39,34
"5390","4","2006","2","18","8",-1838.25415039062,38,34,33,40,34,38,37,37,34,38,34
"5391","4","2006","2","18","9",-550.752380371094,39,34,34,42,35,39,37,40,34,39,34
"5392","4","2006","2","18","10",7.36955833435059,39,31,36,42,36,38,38,42,36,39,34
"5393","4","2006","2","18","11",-1184.8544921875,40,29,38,42,37,38,38,42,35,38,34
"5394","4","2006","2","18","12",-828.224975585938,38,29,37,44,37,37,34,39,34,36,34
"5395","4","2006","2","18","13",-3492.59228515625,37,29,35,42,35,34,35,36,34,34,35
"5396","4","2006","2","18","14",-4071.7646484375,36,31,35,36,34,34,37,36,36,35,35
"5397","4","2006","2","18","15",-5077.5224609375,36,32,34,36,35,35,37,36,36,36,35
"5398","4","2006","2","18","16",-5077.5224609375,36,32,35,36,36,36,36,36,36,36,35
"5399","4","2006","2","18","17",-1711.45092773438,37,33,35,37,37,37,39,37,37,37,33
"5400","4","2006","2","18","18",1388.162109375,37,32,35,37,36,36,37,37,36,36,32
"5401","4","2006","2","18","19",4656.111328125,37,29,32,36,33,35,35,36,32,35,28
"5402","4","2006","2","18","20",5393.677734375,37,28,30,36,30,34,32,34,31,34,26
"5403","4","2006","2","18","21",9799.7412109375,36,26,29,36,29,32,30,35,26,33,24
"5404","4","2006","2","18","22",4884.1796875,35,24,26,36,26,31,27,35,23,33,22
"5405","4","2006","2","18","23",2902.70703125,31,23,25,34,24,31,23,30,21,31,20
"5406","4","2006","2","18","24",2393.54052734375,29,21,22,32,22,30,21,28,19,29,18
"5407","4","2006","2","19","1",4287.91796875,28,19,21,29,21,27,20,27,18,26,16
"5408","4","2006","2","19","2",604.18408203125,26,17,20,26,20,25,19,23,16,24,15
"5409","4","2006","2","19","3",8279.0380859375,25,16,19,24,18,23,17,21,15,22,13
"5410","4","2006","2","19","4",6928.2275390625,22,14,18,23,18,20,17,19,14,20,13
"5411","4","2006","2","19","5",14904.6376953125,22,12,17,21,17,19,16,19,13,18,10
"5412","4","2006","2","19","6",11180.7587890625,22,11,15,19,17,18,15,18,12,17,9
"5413","4","2006","2","19","7",15096.3720703125,20,9,14,18,15,16,13,17,12,16,8
"5414","4","2006","2","19","8",18335.640625,20,8,13,17,16,16,13,17,11,15,8
"5415","4","2006","2","19","9",19623.138671875,22,9,17,19,18,16,17,18,15,16,10
"5416","4","2006","2","19","10",12886.2275390625,23,12,19,21,20,19,18,20,17,19,13
"5417","4","2006","2","19","11",11694.0048828125,26,15,20,24,22,21,22,22,20,21,16
"5418","4","2006","2","19","12",9738.1796875,26,18,22,26,24,24,24,25,22,23,18
"5419","4","2006","2","19","13",3015.138671875,27,20,24,28,25,26,26,27,24,26,20
"5420","4","2006","2","19","14",2435.96484375,28,24,26,29,28,28,27,28,26,28,25
"5421","4","2006","2","19","15",-2747.4404296875,28,27,29,32,28,30,29,30,28,30,26
"5422","4","2006","2","19","16",-2747.4404296875,28,29,28,33,29,32,32,33,30,33,31
"5423","4","2006","2","19","17",618.630859375,28,30,28,34,29,33,32,35,31,34,33
"5424","4","2006","2","19","18",3718.24389648438,28,31,27,33,28,33,30,33,30,33,32
"5425","4","2006","2","19","19",6095.68359375,26,28,25,32,26,29,28,32,28,30,30
"5426","4","2006","2","19","20",5393.677734375,24,27,24,28,24,28,27,27,27,28,28
"5427","4","2006","2","19","21",8479.8056640625,24,24,21,26,22,27,25,26,26,28,28
"5428","4","2006","2","19","22",3564.24438476562,24,26,22,25,22,27,25,26,26,27,26
"5429","4","2006","2","19","23",2815.42041015625,24,26,23,27,21,28,26,28,24,28,25
"5430","4","2006","2","19","24",-464.171447753906,25,26,22,28,23,28,27,28,27,28,25
"5431","4","2006","5","25","1",-7553.400390625,56,51,52,54,56,54,56,52,53,53,52
"5432","4","2006","5","25","2",-15201.8720703125,56,50,52,53,56,53,55,50,51,52,51
"5433","4","2006","5","25","3",-11443.3330078125,58,49,53,53,58,52,54,49,50,51,49
"5434","4","2006","5","25","4",-11662.3427734375,56,50,52,53,55,53,54,52,49,52,49
"5435","4","2006","5","25","5",-9429.3623046875,58,49,57,53,56,53,53,50,48,52,50
"5436","4","2006","5","25","6",-11930.4306640625,57,47,55,53,56,51,52,52,48,51,47
"5437","4","2006","5","25","7",-6127.095703125,62,49,56,58,61,54,54,55,51,54,50
"5438","4","2006","5","25","8",-6407.9208984375,65,57,60,64,63,63,58,63,55,62,55
"5439","4","2006","5","25","9",-6435.09521484375,70,59,64,71,65,68,64,70,61,69,57
"5440","4","2006","5","25","10",-3628.8369140625,73,61,68,75,70,71,71,74,66,71,61
"5441","4","2006","5","25","11",-3569.47729492188,76,68,71,79,72,76,74,77,67,75,65
"5442","4","2006","5","25","12",-3581.74731445312,77,72,72,81,73,78,75,80,66,79,67
"5443","4","2006","5","25","13",-3610.32348632812,77,73,74,84,74,80,75,83,66,81,70
"5444","4","2006","5","25","14",-6242.1953125,76,77,72,86,74,83,75,84,67,82,72
"5445","4","2006","5","25","15",-8150.302734375,76,79,70,87,72,85,75,84,66,84,77
"5446","4","2006","5","25","16",-8894.9091796875,78,82,70,88,71,86,77,87,70,85,79
"5447","4","2006","5","25","17",-6652.6005859375,77,82,71,87,74,86,78,84,73,86,80
"5448","4","2006","5","25","18",-4064.69653320312,78,82,71,86,74,84,79,87,76,86,82
"5449","4","2006","5","25","19",692.824096679688,76,80,71,85,74,82,79,84,76,84,80
"5450","4","2006","5","25","20",-9.18338966369629,75,76,70,81,72,78,75,81,72,80,77
"5451","4","2006","5","25","21",8926.1904296875,75,70,66,76,69,73,72,76,66,75,71
"5452","4","2006","5","25","22",7078.8037109375,74,70,65,75,68,72,69,72,64,73,69
"5453","4","2006","5","25","23",-1287.10473632812,73,66,65,78,66,73,66,74,62,72,63
"5454","4","2006","5","25","24",-7609.93359375,74,63,63,77,65,72,68,75,63,73,63
"5455","4","2006","5","26","1",-5656.5625,74,62,64,76,65,70,67,75,61,71,63
"5456","4","2006","5","26","2",-14731.3388671875,75,64,66,75,65,69,68,73,63,70,64
"5457","4","2006","5","26","3",-10725.2841796875,74,68,68,74,67,71,67,73,61,71,65
"5458","4","2006","5","26","4",-10944.2919921875,74,64,70,73,69,69,67,73,61,69,65
"5459","4","2006","5","26","5",-10821.0693359375,74,64,70,72,70,68,68,72,63,69,66
"5460","4","2006","5","26","6",-12124.0947265625,73,63,69,72,69,67,68,72,63,68,67
"5461","4","2006","5","26","7",-5409.0498046875,74,63,70,72,70,67,70,72,65,68,66
"5462","4","2006","5","26","8",-4712.4072265625,77,64,72,74,74,69,71,73,68,70,69
"5463","4","2006","5","26","9",-4300.83837890625,80,65,75,78,76,72,74,78,70,73,70
"5464","4","2006","5","26","10",-1582.60107421875,81,67,76,81,78,74,76,80,70,75,70
"5465","4","2006","5","26","11",-9378.982421875,84,71,76,84,79,78,77,83,71,79,74
"5466","4","2006","5","26","12",-9047.59375,88,72,78,88,78,81,78,87,71,82,77
"5467","4","2006","5","26","13",-8150.302734375,89,73,81,89,79,83,81,87,76,83,77
"5468","4","2006","5","26","14",-8150.302734375,90,75,80,90,80,86,84,90,78,85,77
"5469","4","2006","5","26","15",-6242.1953125,91,75,81,91,83,83,86,89,80,84,73
"5470","4","2006","5","26","16",-8150.302734375,91,78,82,90,85,86,86,79,75,83,79
"5471","4","2006","5","26","17",-6134.251953125,89,76,84,88,85,83,78,82,72,83,81
"5472","4","2006","5","26","18",-4064.69653320312,75,74,81,88,84,83,76,84,73,83,78
"5473","4","2006","5","26","19",692.824096679688,78,71,77,85,82,80,77,82,72,80,75
"5474","4","2006","5","26","20",1898.92333984375,76,70,68,82,75,75,77,80,71,76,72
"5475","4","2006","5","26","21",2220.00634765625,72,69,67,78,72,70,73,74,68,72,70
"5476","4","2006","5","26","22",11949.0556640625,74,67,68,73,70,68,74,75,68,71,70
"5477","4","2006","5","26","23",-573.298034667969,72,66,68,70,70,67,72,72,66,69,70
"5478","4","2006","5","26","24",-9291.4208984375,71,67,67,70,69,68,70,71,66,70,68
"5479","4","2006","5","27","1",-7338.0498046875,71,67,68,69,69,68,68,69,65,69,67
"5480","4","2006","5","27","2",-16412.830078125,71,67,66,68,69,68,68,68,63,69,68
"5481","4","2006","5","27","3",-12654.2939453125,69,67,66,69,69,68,65,68,62,69,68
"5482","4","2006","5","27","4",-12873.3037109375,69,65,65,69,69,68,65,66,62,68,68
"5483","4","2006","5","27","5",-12750.0771484375,69,66,66,68,67,68,64,65,63,68,67
"5484","4","2006","5","27","6",-14349.0126953125,69,62,65,67,67,64,63,64,61,65,69
"5485","4","2006","5","27","7",-7338.0498046875,71,64,66,69,69,68,66,69,64,68,67
"5486","4","2006","5","27","8",-6937.3251953125,72,69,69,71,72,72,70,72,68,72,69
"5487","4","2006","5","27","9",-4300.83837890625,74,71,73,75,75,74,74,75,71,74,70
"5488","4","2006","5","27","10",-6305.7587890625,77,73,75,79,78,78,77,77,74,79,72
"5489","4","2006","5","27","11",-9378.982421875,79,74,77,82,80,80,76,81,74,80,75
"5490","4","2006","5","27","12",-9047.59375,79,76,78,82,81,81,78,81,77,80,77
"5491","4","2006","5","27","13",-8150.302734375,80,77,79,81,80,81,80,81,76,81,78
"5492","4","2006","5","27","14",-8150.302734375,80,79,80,82,80,81,81,83,78,83,79
"5493","4","2006","5","27","15",-8150.302734375,82,80,81,83,83,83,80,83,78,83,79
"5494","4","2006","5","27","16",-8150.302734375,80,80,82,84,83,82,81,84,78,83,81
"5495","4","2006","5","27","17",-6652.6005859375,80,80,80,83,83,84,81,83,80,84,81
"5496","4","2006","5","27","18",-4064.69653320312,80,81,81,82,83,82,82,80,80,83,81
"5497","4","2006","5","27","19",692.824096679688,78,78,80,81,82,81,82,81,78,81,80
"5498","4","2006","5","27","20",-9.18338966369629,76,76,78,78,77,78,79,78,75,78,78
"5499","4","2006","5","27","21",1813.05590820312,74,68,75,73,74,71,73,72,70,72,73
"5500","4","2006","5","27","22",11190.8544921875,74,65,69,69,71,69,71,67,66,69,67
"5501","4","2006","5","27","23",-3512.01904296875,72,63,67,67,69,67,68,65,64,67,64
"5502","4","2006","5","27","24",-12542.5791015625,72,62,65,66,71,64,66,64,63,64,62
"5503","4","2006","5","28","1",-7881.478515625,72,59,66,64,71,62,66,64,63,63,59
"5504","4","2006","5","28","2",-16956.259765625,71,58,67,64,70,61,65,63,63,62,59
"5505","4","2006","5","28","3",-13197.7216796875,71,58,65,63,70,62,64,61,61,62,59
"5506","4","2006","5","28","4",-13416.7314453125,72,57,67,63,68,62,62,61,59,62,56
"5507","4","2006","5","28","5",-13293.5107421875,70,55,64,62,66,61,63,61,58,61,55
"5508","4","2006","5","28","6",-14892.4423828125,70,54,63,61,65,60,61,59,57,59,54
"5509","4","2006","5","28","7",-7881.478515625,70,57,64,65,66,63,63,63,59,62,56
"5510","4","2006","5","28","8",-6000.443359375,73,64,69,71,71,70,70,71,68,70,61
"5511","4","2006","5","28","9",-4300.83837890625,77,69,73,77,74,75,74,75,72,75,68
"5512","4","2006","5","28","10",-1582.60107421875,79,72,75,80,76,78,78,79,74,78,70
"5513","4","2006","5","28","11",-9378.982421875,82,76,79,82,79,80,82,82,78,80,78
"5514","4","2006","5","28","12",-9047.59375,80,79,81,84,80,82,83,84,80,82,80
"5515","4","2006","5","28","13",-8150.302734375,81,81,81,85,80,84,85,84,82,83,82
"5516","4","2006","5","28","14",-7631.953125,81,82,83,86,81,85,87,87,83,85,84
"5517","4","2006","5","28","15",-8150.302734375,80,84,82,88,82,86,88,87,83,86,86
"5518","4","2006","5","28","16",-8150.302734375,80,84,82,88,81,86,89,86,85,87,88
"5519","4","2006","5","28","17",-6652.6005859375,80,85,81,87,80,87,89,87,84,87,88
"5520","4","2006","5","28","18",-4064.69653320312,77,84,81,86,79,86,87,87,84,86,88
"5521","4","2006","5","28","19",692.824096679688,74,83,79,83,76,84,85,83,83,84,85
"5522","4","2006","5","28","20",-2978.70556640625,71,76,76,78,71,77,81,80,78,78,81
"5523","4","2006","5","28","21",-842.182006835938,68,68,67,72,68,71,74,71,71,71,73
"5524","4","2006","5","28","22",8965.9365234375,66,66,66,70,65,68,70,70,66,69,69
"5525","4","2006","5","28","23",-869.213623046875,64,64,64,67,63,67,67,65,65,67,66
"5526","4","2006","5","28","24",-12542.5791015625,64,63,64,65,62,65,66,63,63,65,64
"5527","4","2006","5","29","1",-7881.478515625,64,61,64,64,62,63,65,63,62,64,62
"5528","4","2006","5","29","2",-16956.259765625,64,61,62,64,62,62,63,62,61,62,62
"5529","4","2006","5","29","3",-13197.7216796875,64,59,61,65,61,61,62,60,59,61,61
"5530","4","2006","5","29","4",-13416.7314453125,64,59,60,64,61,61,62,60,59,61,59
"5531","4","2006","5","29","5",-13293.5107421875,64,57,59,64,61,59,61,59,58,60,57
"5532","4","2006","5","29","6",-14892.4423828125,63,57,60,64,60,61,62,58,57,58,55
"5533","4","2006","5","29","7",-7881.478515625,63,58,61,65,61,62,63,62,59,61,59
"5534","4","2006","5","29","8",-8225.359375,64,65,63,65,63,69,65,63,65,68,63
"5535","4","2006","5","29","9",-7584.6513671875,66,69,66,70,66,71,69,65,71,72,69
"5536","4","2006","5","29","10",-10438.7841796875,72,75,73,74,75,75,77,72,78,77,77
"5537","4","2006","5","29","11",-9378.982421875,75,79,78,79,80,80,80,79,81,81,80
"5538","4","2006","5","29","12",-9047.59375,78,82,81,82,83,82,84,81,83,83,85
"5539","4","2006","5","29","13",-8150.302734375,79,85,81,85,86,84,87,84,84,85,88
"5540","4","2006","5","29","14",-2625.77954101562,80,87,84,86,88,87,88,87,87,88,89
"5541","4","2006","5","29","15",-2625.77954101562,82,88,86,87,88,88,89,87,87,89,90
"5542","4","2006","5","29","16",-2625.77954101562,81,89,84,86,88,88,90,87,89,89,91
"5543","4","2006","5","29","17",-1128.07836914062,81,88,84,86,88,88,90,87,88,89,91
"5544","4","2006","5","29","18",1459.8232421875,81,87,84,86,85,88,88,87,87,88,89
"5545","4","2006","5","29","19",692.824096679688,78,85,81,83,83,85,88,85,86,86,88
"5546","4","2006","5","29","20",-9.18338966369629,73,79,78,79,80,79,82,79,80,80,82
"5547","4","2006","5","29","21",-2005.68115234375,71,72,74,72,78,71,76,71,73,72,77
"5548","4","2006","5","29","22",12231.6318359375,69,69,71,70,75,68,73,69,70,70,72
"5549","4","2006","5","29","23",-573.298034667969,67,67,68,68,71,67,71,66,69,68,70
"5550","4","2006","5","29","24",-9291.4208984375,67,65,66,66,70,65,69,63,66,66,67
"5551","4","2006","5","30","1",-7633.9658203125,67,63,66,64,68,64,67,63,65,65,65
"5552","4","2006","5","30","2",-16956.259765625,65,62,64,63,68,63,66,63,64,64,63
"5553","4","2006","5","30","3",-13197.7216796875,65,61,66,61,67,62,66,61,64,63,62
"5554","4","2006","5","30","4",-13416.7314453125,65,60,66,61,67,61,66,61,64,62,61
"5555","4","2006","5","30","5",-13293.5107421875,65,59,66,60,67,61,66,60,62,61,61
"5556","4","2006","5","30","6",-14892.4423828125,65,59,65,61,68,60,65,61,62,61,60
"5557","4","2006","5","30","7",-7881.478515625,65,59,68,63,70,63,66,64,63,63,61
"5558","4","2006","5","30","8",-7233.2412109375,71,66,71,68,74,70,72,71,69,71,66
"5559","4","2006","5","30","9",-6932.7099609375,76,72,76,75,77,75,76,76,74,76,72
"5560","4","2006","5","30","10",-9815.9951171875,80,76,80,79,82,80,82,80,82,80,78
"5561","4","2006","5","30","11",-9378.982421875,83,81,82,82,86,83,86,83,85,84,85
"5562","4","2006","5","30","12",-9335.8310546875,85,85,85,86,87,86,90,87,87,87,89
"5563","4","2006","5","30","13",-2625.77954101562,89,87,88,88,91,89,91,89,89,89,89
"5564","4","2006","5","30","14",206.108108520508,87,89,89,90,92,90,93,90,91,90,93
"5565","4","2006","5","30","15",3546.5283203125,88,90,90,91,90,90,96,92,92,92,93
"5566","4","2006","5","30","16",3546.5283203125,89,91,90,91,89,91,95,92,92,92,94
"5567","4","2006","5","30","17",5044.228515625,87,90,89,91,89,90,95,90,92,91,90
"5568","4","2006","5","30","18",7632.1337890625,84,90,87,90,86,91,92,89,91,91,87
"5569","4","2006","5","30","19",6217.33984375,80,83,84,87,83,88,90,87,89,89,80
"5570","4","2006","5","30","20",-9.18338966369629,76,76,79,82,78,82,86,83,83,82,78
"5571","4","2006","5","30","21",5889.0244140625,74,73,74,80,72,77,81,78,78,77,77
"5572","4","2006","5","30","22",12118.1240234375,73,70,72,77,70,74,78,75,75,74,74
"5573","4","2006","5","30","23",2409.82055664062,73,70,69,75,68,73,77,75,74,73,71
"5574","4","2006","5","30","24",-4403.14404296875,72,68,66,74,67,72,76,73,73,73,70
"5575","4","2006","5","31","1",-6579.8505859375,71,68,65,73,66,72,75,72,72,72,68
"5576","4","2006","5","31","2",-13094.0888671875,70,66,64,72,65,70,73,72,72,71,68
"5577","4","2006","5","31","3",-12654.2939453125,70,66,64,71,64,70,72,72,71,71,67
"5578","4","2006","5","31","4",-13169.2197265625,70,64,64,71,64,66,72,70,70,68,65
"5579","4","2006","5","31","5",-13293.5107421875,70,64,64,69,64,67,72,68,69,67,64
"5580","4","2006","5","31","6",-14349.0126953125,70,67,64,68,65,68,72,68,69,68,67
"5581","4","2006","5","31","7",-7338.0498046875,70,66,64,70,66,70,72,71,70,70,69
"5582","4","2006","5","31","8",-7238.017578125,72,66,65,72,66,70,73,72,72,71,70
"5583","4","2006","5","31","9",-7677.31689453125,74,72,67,76,67,75,75,78,73,76,73
"5584","4","2006","5","31","10",-8958.4716796875,79,73,70,80,71,76,80,80,78,77,77
"5585","4","2006","5","31","11",-9378.982421875,81,75,73,83,74,78,82,81,81,79,80
"5586","4","2006","5","31","12",-9047.59375,81,79,79,85,77,82,87,85,83,82,84
"5587","4","2006","5","31","13",-8150.302734375,83,83,82,86,79,84,89,87,85,85,86
"5588","4","2006","5","31","14",-7631.953125,82,85,83,88,81,85,89,88,87,85,88
"5589","4","2006","5","31","15",-2625.77954101562,83,85,84,89,81,87,90,89,88,88,89
"5590","4","2006","5","31","16",-2625.77954101562,84,84,84,89,83,88,91,89,88,88,88
"5591","4","2006","5","31","17",-1128.07836914062,82,84,84,89,82,88,90,88,88,88,86
"5592","4","2006","5","31","18",-3546.34765625,82,80,83,86,80,85,89,88,87,87,86
"5593","4","2006","5","31","19",692.824096679688,80,77,80,83,78,82,87,87,85,83,81
"5594","4","2006","5","31","20",1898.92333984375,76,74,76,81,76,79,83,82,80,80,73
"5595","4","2006","5","31","21",7797.1318359375,74,71,73,78,74,75,80,80,76,75,72
"5596","4","2006","5","31","22",12693.6630859375,74,67,69,76,73,73,78,78,74,73,70
"5597","4","2006","5","31","23",2409.82055664062,74,67,69,74,71,72,77,75,74,72,70
"5598","4","2006","5","31","24",-2178.22827148438,73,67,68,74,70,71,75,73,73,72,70
"5599","4","2006","8","2","1",2371.27294921875,82,72,82,81,82,77,82,81,79,78,74
"5600","4","2006","8","2","2",-3828.68408203125,80,71,79,82,82,77,81,80,78,77,72
"5601","4","2006","8","2","3",-313.096954345703,81,69,78,82,82,75,80,80,76,76,71
"5602","4","2006","8","2","4",-532.106506347656,81,69,78,81,80,75,79,79,76,75,71
"5603","4","2006","8","2","5",-408.882598876953,79,68,78,80,80,73,78,76,74,74,68
"5604","4","2006","8","2","6",-2007.8232421875,79,68,77,78,80,74,77,75,74,74,67
"5605","4","2006","8","2","7",5003.1357421875,81,68,78,78,80,74,78,75,74,73,68
"5606","4","2006","8","2","8",2027.39208984375,85,73,81,82,83,79,82,83,81,80,72
"5607","4","2006","8","2","9",24.7586879730225,89,79,87,87,85,85,88,87,85,85,77
"5608","4","2006","8","2","10",6230.09375,91,83,89,91,89,89,91,90,89,90,82
"5609","4","2006","8","2","11",9498.990234375,93,86,91,94,90,91,95,93,92,92,86
"5610","4","2006","8","2","12",13249.06640625,94,89,92,96,93,94,97,96,94,94,89
"5611","4","2006","8","2","13",18293.359375,96,91,95,98,93,95,97,98,95,96,92
"5612","4","2006","8","2","14",18293.359375,96,92,95,98,94,96,99,98,97,97,92
"5613","4","2006","8","2","15",18293.359375,98,94,96,99,96,97,100,99,98,98,95
"5614","4","2006","8","2","16",18293.359375,98,93,96,99,96,96,99,99,97,97,95
"5615","4","2006","8","2","17",19791.0625,98,94,95,96,95,97,99,98,97,98,95
"5616","4","2006","8","2","18",22378.966796875,96,93,93,95,94,96,99,98,96,97,93
"5617","4","2006","8","2","19",23340.642578125,92,91,86,95,92,93,95,93,92,94,91
"5618","4","2006","8","2","20",11030.724609375,90,84,87,90,87,88,91,88,90,89,88
"5619","4","2006","8","2","21",16928.9296875,87,80,83,86,86,84,90,82,84,84,82
"5620","4","2006","8","2","22",22508.1484375,84,78,82,87,84,82,88,83,83,82,80
"5621","4","2006","8","2","23",12943.44140625,84,77,81,85,83,81,86,82,82,81,79
"5622","4","2006","8","2","24",4547.9755859375,83,76,81,84,83,80,86,82,82,81,78
"5623","4","2006","8","3","1",2371.27294921875,85,76,79,82,82,80,85,82,80,81,76
"5624","4","2006","8","3","2",-3828.68408203125,83,75,79,81,81,78,83,81,80,79,74
"5625","4","2006","8","3","3",-2944.96752929688,84,73,79,81,81,77,83,80,80,79,72
"5626","4","2006","8","3","4",-3163.9765625,84,72,80,80,81,77,82,79,79,78,72
"5627","4","2006","8","3","5",-408.882598876953,82,71,79,80,82,76,81,77,79,76,71
"5628","4","2006","8","3","6",-4639.6904296875,82,71,78,79,80,76,80,76,76,75,72
"5629","4","2006","8","3","7",2371.27294921875,82,71,78,79,82,75,79,77,76,75,72
"5630","4","2006","8","3","8",2027.39208984375,85,76,81,81,84,79,83,81,81,80,78
"5631","4","2006","8","3","9",24.7586879730225,89,81,87,85,88,83,88,86,86,85,82
"5632","4","2006","8","3","10",9061.9814453125,91,87,90,89,91,89,92,90,91,90,88
"5633","4","2006","8","3","11",11489.251953125,93,89,92,93,92,92,96,95,94,93,89
"5634","4","2006","8","3","12",16589.482421875,95,91,93,95,94,94,98,96,96,95,91
"5635","4","2006","8","3","13",18293.359375,97,91,96,98,95,95,99,98,96,97,93
"5636","4","2006","8","3","14",18293.359375,98,93,95,99,96,96,99,98,98,97,95
"5637","4","2006","8","3","15",18293.359375,98,95,95,99,96,98,100,99,99,99,96
"5638","4","2006","8","3","16",18293.359375,98,94,96,99,99,97,101,99,98,99,97
"5639","4","2006","8","3","17",16450.638671875,98,87,96,99,96,93,100,98,98,96,92
"5640","4","2006","8","3","18",19038.544921875,98,87,94,98,94,92,99,97,98,95,91
"5641","4","2006","8","3","19",18009.966796875,94,86,91,95,92,89,97,92,96,90,90
"5642","4","2006","8","3","20",13862.615234375,90,84,89,90,89,86,92,87,91,87,87
"5643","4","2006","8","3","21",16928.9296875,88,80,85,89,86,85,91,85,87,86,82
"5644","4","2006","8","3","22",23026.4921875,86,78,85,87,85,82,89,84,85,83,80
"5645","4","2006","8","3","23",13461.779296875,86,77,84,86,83,80,87,83,83,81,78
"5646","4","2006","8","3","24",5066.314453125,86,77,84,86,82,81,85,82,83,81,78
"5647","4","2006","8","4","1",2371.27294921875,84,74,82,86,81,79,84,82,81,80,74
"5648","4","2006","8","4","2",-3828.68408203125,83,74,80,83,81,79,84,82,81,79,75
"5649","4","2006","8","4","3",-2944.96752929688,85,72,81,83,82,78,83,80,80,78,73
"5650","4","2006","8","4","4",-3163.9765625,85,72,81,82,80,77,81,78,78,76,73
"5651","4","2006","8","4","5",-3040.75463867188,83,72,79,81,77,77,78,78,75,76,73
"5652","4","2006","8","4","6",-4639.6904296875,82,72,76,81,76,76,78,78,75,75,73
"5653","4","2006","8","4","7",2371.27294921875,84,72,80,81,78,77,79,79,76,77,73
"5654","4","2006","8","4","8",2545.736328125,87,76,83,83,81,80,82,82,80,80,76
"5655","4","2006","8","4","9",24.7586879730225,89,80,88,87,85,85,85,87,85,85,81
"5656","4","2006","8","4","10",6230.09375,90,83,89,91,87,89,90,90,88,89,84
"5657","4","2006","8","4","11",9498.990234375,91,84,91,94,89,91,94,93,90,92,84
